,Temperature,Humidity,Light,CO2,HumidityRatio,Week_day,Occupancy
0,2.518470069990892,0.2785262237138321,1.5737628266984103,0.3649480800754872,1.0917567297032893,1,1
1,2.488967309459522,0.27771260869593906,1.5917351532841648,0.3418810624448598,1.0805549985331822,1,1
2,2.488967309459522,0.27364453360647456,1.5737628266984103,0.3402902336427475,1.0758886860933057,1,1
3,2.488967309459522,0.26550838342754424,1.5737628266984103,0.3235865312205691,1.066554887888822,1,1
4,2.439796041907244,0.26550838342754424,1.5737628266984103,0.31165531520472733,1.049522906149504,1,1
5,2.439796041907244,0.26550838342754424,1.537818173526901,0.30051951358994167,1.049522906149504,1,1
6,2.439796041907244,0.26550838342754424,1.537818173526901,0.30264061876548015,1.049522906149504,1,1
7,2.439796041907244,0.26550838342754424,1.537818173526901,0.29415619838149276,1.049522906149504,1,1
8,2.439796041907244,0.26550838342754424,1.537818173526901,0.2634001747679341,1.049522906149504,1,1
9,2.415210408131102,0.2609882999948056,1.537818173526901,0.2591579647350236,1.0358630596760168,1,1
10,2.415210408131102,0.25646821656206636,1.537818173526901,0.26631669434452865,1.0307016042012818,1,1
11,2.439796041907244,0.2474280496965891,1.537818173526901,0.26870293754769703,1.028846577807656,1,1
12,2.439796041907244,0.2594816061199039,1.537818173526901,0.2448405055160135,1.042630796702221,1,1
13,2.390624774354963,0.25646821656206636,1.537818173526901,0.25756713593291136,1.022230199671254,1,1
14,2.3414535068026816,0.25194813312932773,1.537818173526901,0.25279464952657466,1.0001834280480937,1,1
15,2.3414535068026816,0.25194813312932773,1.5352506983003646,0.2352955327033401,1.0001834280480937,1,1
16,2.3414535068026816,0.26550838342754424,-0.6137260663105844,0.23847719030756456,1.0155962216639445,1,0
17,2.287365112495173,0.2817806837854042,-0.6137260663105844,0.2496129919223502,1.0154472094235953,1,0
18,2.287365112495173,0.29986101751636,-0.6137260663105844,0.2496129919223502,1.0359299391854637,1,0
19,2.2332767181876645,0.29986101751636,-0.6137260663105844,0.26233962233924807,1.017271729374315,1,0
20,2.2332767181876645,0.29986101751636,-0.6137260663105844,0.2639304511413603,1.017271729374315,1,0
21,2.2332767181876645,0.29986101751636,-0.6137260663105844,0.26233962233924807,1.017271729374315,1,0
22,2.2332767181876645,0.30980520106838555,-0.6137260663105844,0.26870293754769703,1.0285004470131467,1,0
23,2.2332767181876645,0.319749384620411,-0.6137260663105844,0.2591579647350236,1.0397279913272508,1,0
24,2.2332767181876645,0.319749384620411,-0.6137260663105844,0.2639304511413603,1.0397279913272508,1,0
25,2.1349341830831015,0.30980520106838555,-0.6137260663105844,0.26233962233924807,0.9946476819853973,1,0
26,2.1349341830831015,0.319749384620411,-0.6137260663105844,0.25173409709788863,1.0058071734653269,1,0
27,2.1349341830831015,0.319749384620411,-0.6137260663105844,0.25597630713079916,1.0058071734653269,1,0
28,2.1349341830831015,0.319749384620411,-0.6137260663105844,0.2591579647350236,1.0058071734653269,1,0
29,2.0906800422860505,0.319749384620411,-0.6137260663105844,0.2018881278589832,0.9906020583261825,1,0
30,2.046425901488996,0.3131199283163831,-0.6137260663105844,0.1976459178260727,0.9680355038488946,1,0
31,2.046425901488996,0.319749384620411,-0.6137260663105844,0.2018881278589832,0.9754344895783065,1,0
32,2.046425901488996,0.319749384620411,-0.6137260663105844,0.19234315504630978,0.9754344895783065,1,0
33,2.013645059732229,0.30649047382038797,-0.6137260663105844,0.18438901103574862,0.9494559067944653,1,0
34,2.046425901488996,0.3378297183513668,-0.6137260663105844,0.2018881278589832,0.9956133282358429,1,0
35,1.9480833663844366,0.30649047382038797,-0.6137260663105844,0.20294868028766921,0.9271521770560602,1,0
36,1.9480833663844366,0.29986101751636,-0.6137260663105844,0.20825144306743212,0.919800124315734,1,0
37,1.9480833663844366,0.29383424020871907,-0.6137260663105844,0.16370823660828956,0.9131156933451563,1,0
38,1.9480833663844366,0.30980520106838555,-0.6137260663105844,0.17166238061885075,0.9308293767509492,1,0
39,1.9480833663844366,0.30649047382038797,-0.6137260663105844,0.16370823660828956,0.9271521770560602,1,0
40,1.9480833663844366,0.30980520106838555,-0.6137260663105844,0.15416326379561615,0.9308293767509492,1,0
41,1.9480833663844366,0.30980520106838555,-0.6137260663105844,0.15177702059244783,0.9308293767509492,1,0
