Temperature,Humidity,Light,CO2,HumidityRatio,Week_day,Occupancy
2.51847007,0.278526224,1.573762827,0.36494808,1.09175673,1,1
2.488967309,0.277712609,1.591735153,0.341881062,1.080554999,1,1
2.488967309,0.273644534,1.573762827,0.340290234,1.075888686,1,1
2.488967309,0.265508383,1.573762827,0.323586531,1.066554888,1,1
2.439796042,0.265508383,1.573762827,0.311655315,1.049522906,1,1
2.439796042,0.265508383,1.537818174,0.300519514,1.049522906,1,1
2.439796042,0.265508383,1.537818174,0.302640619,1.049522906,1,1
2.439796042,0.265508383,1.537818174,0.294156198,1.049522906,1,1
2.439796042,0.265508383,1.537818174,0.263400175,1.049522906,1,1
2.415210408,0.2609883,1.537818174,0.259157965,1.03586306,1,1
2.415210408,0.256468217,1.537818174,0.266316694,1.030701604,1,1
2.439796042,0.24742805,1.537818174,0.268702938,1.028846578,1,1
2.439796042,0.259481606,1.537818174,0.244840506,1.042630797,1,1
2.390624774,0.256468217,1.537818174,0.257567136,1.0222302,1,1
2.341453507,0.251948133,1.537818174,0.25279465,1.000183428,1,1
2.341453507,0.251948133,1.535250698,0.235295533,1.000183428,1,1
2.341453507,0.265508383,-0.613726066,0.23847719,1.015596222,1,0
2.287365112,0.281780684,-0.613726066,0.249612992,1.015447209,1,0
2.287365112,0.299861018,-0.613726066,0.249612992,1.035929939,1,0
2.233276718,0.299861018,-0.613726066,0.262339622,1.017271729,1,0
2.233276718,0.299861018,-0.613726066,0.263930451,1.017271729,1,0
2.233276718,0.299861018,-0.613726066,0.262339622,1.017271729,1,0
2.233276718,0.309805201,-0.613726066,0.268702938,1.028500447,1,0
2.233276718,0.319749385,-0.613726066,0.259157965,1.039727991,1,0
2.233276718,0.319749385,-0.613726066,0.263930451,1.039727991,1,0
2.134934183,0.309805201,-0.613726066,0.262339622,0.994647682,1,0
2.134934183,0.319749385,-0.613726066,0.251734097,1.005807173,1,0
2.134934183,0.319749385,-0.613726066,0.255976307,1.005807173,1,0
2.134934183,0.319749385,-0.613726066,0.259157965,1.005807173,1,0
2.090680042,0.319749385,-0.613726066,0.201888128,0.990602058,1,0
2.046425901,0.313119928,-0.613726066,0.197645918,0.968035504,1,0
2.046425901,0.319749385,-0.613726066,0.201888128,0.97543449,1,0
2.046425901,0.319749385,-0.613726066,0.192343155,0.97543449,1,0
2.01364506,0.306490474,-0.613726066,0.184389011,0.949455907,1,0
2.046425901,0.337829718,-0.613726066,0.201888128,0.995613328,1,0
1.948083366,0.306490474,-0.613726066,0.20294868,0.927152177,1,0
1.948083366,0.299861018,-0.613726066,0.208251443,0.919800124,1,0
1.948083366,0.29383424,-0.613726066,0.163708237,0.913115693,1,0
1.948083366,0.309805201,-0.613726066,0.171662381,0.930829377,1,0
1.948083366,0.306490474,-0.613726066,0.163708237,0.927152177,1,0
1.948083366,0.309805201,-0.613726066,0.154163264,0.930829377,1,0
1.948083366,0.309805201,-0.613726066,0.151777021,0.930829377,1,0
1.948083366,0.299861018,-0.613726066,0.131891661,0.919800124,1,0
1.849740831,0.287807461,-0.613726066,0.134012766,0.873254332,1,0
1.849740831,0.309805201,-0.613726066,0.125528345,0.897502261,1,0
1.849740831,0.319749385,-0.613726066,0.125528345,0.908464634,1,0
1.849740831,0.309805201,-0.613726066,0.111210886,0.897502261,1,0
1.741564043,0.281780684,-0.613726066,0.103256742,0.83036814,1,0
1.849740831,0.319749385,-0.613726066,0.1064384,0.908464634,1,0
1.741564043,0.290820851,-0.613726066,0.076212652,0.840265134,1,0
1.741564043,0.29383424,-0.613726066,0.072500719,0.843564523,1,0
1.741564043,0.319749385,-0.613726066,0.080985139,0.871937862,1,0
1.741564043,0.319749385,-0.613726066,0.095302598,0.871937862,1,0
1.741564043,0.319749385,-0.613726066,0.06666768,0.871937862,1,0
1.741564043,0.299861018,-0.613726066,0.061895193,0.850162128,1,0
1.741564043,0.319749385,-0.613726066,0.060304364,0.871937862,1,0
1.692392775,0.299861018,-0.613726066,0.053941049,0.833698036,1,0
1.741564043,0.313119928,-0.613726066,0.057652983,0.864679675,1,0
1.741564043,0.299861018,-0.613726066,0.049168563,0.850162128,1,0
1.643221508,0.299861018,-0.613726066,0.045986905,0.81727853,1,0
1.692392775,0.299861018,-0.613726066,0.063486022,0.833698036,1,0
1.643221508,0.299861018,-0.613726066,0.049168563,0.81727853,1,0
1.741564043,0.299861018,-0.613726066,0.042805248,0.850162128,1,0
1.643221508,0.299861018,-0.613726066,0.047577734,0.81727853,1,0
1.643221508,0.29383424,-0.613726066,0.03113917,0.810720818,1,0
1.643221508,0.290820851,-0.613726066,0.007807014,0.807442548,1,0
1.643221508,0.299861018,-0.613726066,0.023715302,0.81727853,1,0
1.643221508,0.290820851,-0.613726066,0.022124473,0.807442548,1,0
1.643221508,0.290820851,-0.613726066,0.014170329,0.807442548,1,0
1.643221508,0.299861018,-0.613726066,0.017351987,0.81727853,1,0
1.643221508,0.281780684,-0.613726066,0.004625356,0.797606567,1,0
1.643221508,0.281780684,-0.613726066,-0.003328788,0.797606567,1,0
1.621094437,0.286300767,-0.613726066,0.006216185,0.795170745,1,0
1.554713226,0.281780684,-0.613726066,0.006216185,0.768271102,1,0
1.598967367,0.281780684,-0.613726066,-0.01287376,0.782921235,1,0
1.554713226,0.281780684,-0.613726066,-0.02719122,0.768271102,1,0
1.554713226,0.281780684,-0.613726066,-0.036736192,0.768271102,1,0
1.554713226,0.281780684,-0.613726066,-0.049462823,0.768271102,1,0
1.598967367,0.273644534,-0.613726066,-0.049462823,0.77409314,1,0
1.554713226,0.265508383,-0.613726066,-0.036736192,0.750665365,1,0
1.554713226,0.281780684,-0.613726066,-0.038857298,0.768271102,1,0
1.554713226,0.281780684,-0.613726066,-0.041508679,0.768271102,1,0
1.554713226,0.281780684,-0.613726066,-0.046281165,0.768271102,1,0
1.505541958,0.273644534,-0.613726066,-0.063780282,0.743259339,1,0
1.554713226,0.265508383,-0.613726066,-0.065371111,0.750665365,1,0
1.505541958,0.273644534,-0.613726066,-0.065371111,0.743259339,1,0
1.554713226,0.273644534,-0.613726066,-0.070143597,0.759467647,1,0
1.456370691,0.273644534,-0.613726066,-0.070143597,0.727095618,1,0
1.456370691,0.265508383,-0.613726066,-0.06696194,0.718346135,1,0
1.489151533,0.265508383,-0.613726066,-0.069613321,0.729099656,1,0
1.554713226,0.265508383,-0.613726066,-0.094006029,0.750665365,1,0
1.456370691,0.265508383,-0.613726066,-0.084461057,0.718346135,1,0
1.480956325,0.265508383,-0.613726066,-0.078097741,0.726409223,1,0
1.554713226,0.265508383,-0.613726066,-0.084461057,0.750665365,1,0
1.456370691,0.256468217,-0.613726066,-0.090824372,0.708626313,1,0
1.456370691,0.265508383,-0.613726066,-0.095596858,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.084461057,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.108323489,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.125822605,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.122640948,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.101960173,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.134307026,0.718346135,1,0
1.456370691,0.265508383,-0.613726066,-0.138549236,0.718346135,1,0
1.456370691,0.256468217,-0.613726066,-0.133776749,0.708626313,1,0
1.423589849,0.259481606,-0.613726066,-0.127943711,0.701145195,1,0
1.456370691,0.24742805,-0.613726066,-0.141730893,0.698905318,1,0
1.358028156,0.24742805,-0.613726066,-0.130595092,0.666881766,1,0
1.358028156,0.24742805,-0.613726066,-0.116277633,0.666881766,1,0
1.407199423,0.256468217,-0.613726066,-0.141730893,0.692562324,1,0
1.358028156,0.24742805,-0.613726066,-0.148094209,0.666881766,1,0
1.358028156,0.24742805,-0.613726066,-0.154457524,0.666881766,1,0
1.358028156,0.24742805,-0.613726066,-0.160820839,0.666881766,1,0
1.358028156,0.24742805,-0.613726066,-0.157639181,0.666881766,1,0
1.276895564,0.24742805,-0.613726066,-0.15923001,0.640591079,1,0
1.303939761,0.24742805,-0.613726066,-0.156048353,0.649341735,1,0
1.2859103,0.24742805,-0.613726066,-0.164002497,0.643506791,1,0
1.249851367,0.24742805,-0.613726066,-0.164002497,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.170365812,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.181501613,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.184683271,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.175138298,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.184683271,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.1862741,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.187864929,0.631854503,1,0
1.249851367,0.24742805,-0.613726066,-0.170365812,0.631854503,1,0
1.2006801,0.24742805,-0.613726066,-0.187864929,0.616001713,1,0
1.217070525,0.24742805,-0.613726066,-0.184152995,0.621281674,1,0
1.151508832,0.24742805,-0.613726066,-0.211727361,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.218090676,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.205364045,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.205364045,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.218090676,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.219151228,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.219681505,0.600192335,1,0
1.151508832,0.24742805,-0.613726066,-0.224453991,0.600192335,1,0
1.107254691,0.24742805,-0.613726066,-0.229226478,0.586000973,1,0
1.06300055,0.24742805,-0.613726066,-0.235589793,0.571843637,1,0
1.122006072,0.24742805,-0.613726066,-0.243543937,0.590727125,1,0
1.107254691,0.238387883,-0.613726066,-0.245134766,0.576492349,1,0
1.151508832,0.238387883,-0.613726066,-0.240362279,0.590657899,1,0
1.092503311,0.229347716,-0.613726066,-0.232938411,0.562278693,1,0
1.107254691,0.229347716,-0.613726066,-0.240362279,0.566983726,1,0
1.107254691,0.229347716,-0.613726066,-0.246725594,0.566983726,1,0
1.107254691,0.229347716,-0.613726066,-0.248316423,0.566983726,1,0
1.06300055,0.229347716,-0.613726066,-0.259452225,0.552879189,1,0
1.06300055,0.229347716,-0.613726066,-0.248316423,0.552879189,1,0
1.06300055,0.229347716,-0.613726066,-0.241953108,0.552879189,1,0
1.06300055,0.209459349,-0.613726066,-0.249907252,0.532019822,1,0
1.06300055,0.209459349,-0.613726066,-0.256270567,0.532019822,1,0
